Domaine,Specialite,Expertise,Complexite,Tps_Tot,Tps_Xplr,Tps_Xplo,Tps_RI,SW2a,SW2b,Docs,TG_Tot,FOFG,FOFD,SAE,Eleve
SVT,SES,novice,TC,5.552447,5.00686,4.62711,5.158263,4.0,0.0,2.0,0.023598820058997,3,4,39,albofes
SVT,S,expert,TC,4.872646,3.36903,4.09237,4.167583,0.0,0.0,1.0,0.0808407437348424,1,1,51,algohs
SVT,SES,novice,TC,5.620967,3.908592,4.720134,4.782465,0.0,0.0,1.0,0.0,1,1,49,alhehes
SVT,S,expert,TC,5.785499,4.709533,5.045585,5.210313,1.0,0.0,1.0,0.00900357441904436,2,3,47,aljahs
SVT,SES,novice,TC,5.406029,3.875119,4.655523,4.722148,0.0,0.0,1.0,0.0,1,2,43,amtafes
SVT,S,expert,TC,5.224274,3.770778,4.513218,4.585449,0.0,0.0,1.0,0.0,1,1,52,Anmihs
SVT,SES,novice,TC,5.383277,3.869349,4.850836,4.893945,0.0,0.0,1.0,0.0140982081177482,1,1,35,ayrehes
SVT,SES,novice,TC,5.477152,4.586069,5.012276,5.150514,4.0,0.0,4.0,0.00972129059853986,6,4,49,bakafes
SVT,SES,novice,TC,5.451324,4.537744,4.176843,4.694781,0.0,1.0,2.0,0.0665513110608279,3,2,47,camefes
SVT,SES,novice,TC,5.570426,4.330434,4.877953,4.986333,0.0,0.0,1.0,0.0132448576840042,3,4,38,chfofes
SVT,S,expert,TC,5.033814,3.593286,4.408257,4.470131,0.0,0.0,1.0,0.0,1,1,52,cofrhs
SVT,SES,novice,TC,,,,,,,4.0,,6,3,36,DADEHES
SVT,SES,novice,TC,5.695927,3.992819,3.992819,4.293849,0.0,0.0,2.0,0.0,2,1,44,dedjfes
SVT,S,expert,TC,5.137841,3.261739,4.169792,4.220396,0.0,0.0,1.0,0.0,3,2,48,emhufs
SVT,S,expert,TC,5.346159,3.623146,4.610681,4.653222,0.0,0.0,2.0,0.0245086025194843,1,2,49,enjahs
SVT,S,expert,TC,5.913527,4.965442,5.390407,5.528984,1.0,4.0,5.0,0.0,3,2,44,ervifs
SVT,S,expert,TC,5.579669,4.593253,4.711014,4.957143,3.0,0.0,3.0,0.0194529821421624,1,4,50,fajahs
SVT,S,expert,TC,5.41263,4.229272,4.358163,4.599512,0.0,0.0,1.0,0.0438365772400491,3,3,47,fesahs
SVT,S,expert,TC,5.30363,3.882468,4.170965,4.351274,0.0,0.0,1.0,0.0674581759309228,2,1,45,gabahs
SVT,SES,novice,TC,5.462226,3.799409,3.930083,4.170672,0.0,0.0,1.0,0.117467402795724,2,2,36,gagohes
SVT,SES,novice,TC,5.425536,4.243088,5.019528,5.086719,2.0,1.0,3.0,0.00956032084436754,3,3,49,inmofes
SVT,SES,novice,TC,5.529981,4.134496,5.063697,5.112025,0.0,0.0,1.0,0.00863580230921354,4,3,43,jagufes
SVT,SES,novice,TC,5.452398,3.778151,5.221414,5.236789,0.0,0.0,1.0,0.00600600600600601,2,2,42,jarufes
SVT,SES,novice,TC,5.836387,3.770852,5.258874,5.272767,0.0,0.0,1.0,0.00550967222959906,7,5,33,jugufes
SVT,S,expert,TC,5.667501,4.747272,5.274059,5.387103,3.0,0.0,3.0,0.0,1,1,50,lagifs
SVT,S,expert,TC,5.524522,4.07562,5.095856,5.135448,1.0,0.0,1.0,0.0,1,1,45,leyafs
SVT,S,expert,TC,5.291367,4.423229,4.217484,4.633458,0.0,1.0,1.0,0.0606060606060606,1,2,50,lobrfs
SVT,S,expert,TC,5.454007,4.076568,4.836438,4.906044,0.0,0.0,1.0,0.0145734355416946,1,2,50,macofs
SVT,SES,novice,TC,5.510141,4.290057,4.919078,5.010728,0.0,0.0,1.0,0.0120481927710843,3,5,35,madefes
SVT,S,expert,TC,5.358751,4.373353,4.529174,4.759245,0.0,0.0,1.0,0.0295683027794205,1,1,46,magofs
SVT,SES,novice,TC,5.343411,4.178948,4.832669,4.919726,0.0,0.0,1.0,0.0147004777655274,3,5,44,masahes
SVT,S,expert,TC,5.785301,4.237041,5.361998,5.393405,1.0,1.0,2.0,0.00869024910599062,3,3,47,matohs
SVT,SES,novice,TC,5.978363,4.32224,5.476107,5.505558,1.0,0.0,2.0,0.00334112930170398,5,8,40,mebohes
SVT,S,expert,TC,5.91499,4.772879,5.513368,5.585899,3.0,0.0,4.0,0.00306642176178196,3,5,47,mekafs
SVT,SES,novice,TC,5.662746,4.033343,5.345423,5.366092,1.0,0.0,2.0,0.00451416318699921,2,3,48,nidehes
SVT,S,expert,TC,5.942363,4.572314,5.463926,5.516369,3.0,0.0,4.0,0.00343616633794009,1,4,48,pocohs
SVT,S,expert,TC,5.555099,3.84186,4.259379,4.400002,0.0,0.0,1.0,0.0550327444829674,3,3,48,quhehs
SVT,SES,novice,TC,5.487133,4.138082,4.767964,4.859451,0.0,0.0,1.0,0.0170622259379959,3,3,42,saalfes
SVT,SES,novice,TC,5.310908,4.408274,4.720977,4.893212,1.0,0.0,2.0,0.0190117682845681,5,5,46,sosafes
SVT,SES,novice,TC,5.473069,4.592787,4.92697,5.092289,1.0,0.0,1.0,0.0118312392039942,3,2,41,temahes
SVT,SES,novice,TC,5.226285,3.845036,4.45486,4.550228,0.0,0.0,1.0,0.0350864881933967,2,1,44,thadhes
SVT,S,expert,TC,5.501204,4.148263,4.406472,4.597311,1.0,0.0,2.0,0.0392218387197992,2,2,33,yalafs
SVT,SES,novice,TC,5.28822,3.684576,4.917274,4.941973,0.0,0.0,1.0,0.012098335269067,2,3,39,albofes
SVT,S,expert,TC,5.219587,3.917925,4.587206,4.671478,1.0,0.0,2.0,0.0258698745311085,1,1,51,algohs
SVT,SES,novice,TC,5.465976,4.464862,4.652575,4.869812,0.0,0.0,1.0,0.0222548626874972,1,1,49,alhehes
SVT,S,expert,TC,5.504202,3.74484,4.079181,4.24445,0.0,0.0,1.0,0.166666666666667,3,5,47,aljahs
SVT,SES,novice,TC,4.805508,3.653213,4.021189,4.176091,0.0,0.0,1.0,0.0952380952380952,1,1,43,amtafes
SVT,S,expert,TC,4.900367,3.777934,4.17612,4.322178,0.0,0.0,1.0,0.0,1,1,52,Anmihs
SVT,SES,novice,TC,5.21272,3.954098,4.918041,4.962838,2.0,0.0,2.0,0.0120770029709427,1,1,35,ayrehes
SVT,SES,novice,TC,5.104081,4.300269,4.442542,4.678236,1.0,0.0,2.0,0.0360958706323997,1,1,49,bakafes
SVT,SES,novice,TC,5.514545,4.193013,4.608066,4.749373,1.0,1.0,3.0,0.0246566560643046,1,1,47,camefes
SVT,SES,novice,TC,5.301462,3.568202,4.866287,4.887617,0.0,0.0,1.0,0.0,1,2,38,chfofes
SVT,S,expert,TC,4.941988,3.778224,4.161308,4.311733,1.0,1.0,2.0,0.068975031038764,1,1,52,cofrhs
SVT,SES,novice,TC,5.248956,4.290012,4.649354,4.806865,1.0,0.0,2.0,0.022420519259226,2,3,36,DADEHES
SVT,SES,novice,TC,5.253096,3.974281,4.158242,4.37696,0.0,0.0,1.0,0.0694637399277577,1,2,44,dedjfes
SVT,S,expert,TC,5.289212,3.330211,4.329561,4.371012,0.0,0.0,1.0,0.0468208633767207,1,1,48,emhufs
SVT,S,expert,TC,5.202758,3.778224,4.28999,4.406523,0.0,0.0,1.0,0.0512873115191302,1,1,49,enjahs
SVT,S,expert,TC,5.342028,3.770115,4.21643,4.349278,0.0,0.0,1.0,0.121506682867558,1,1,44,ervifs
SVT,S,expert,TC,5.053075,3.947336,4.582529,4.673012,1.0,0.0,2.0,0.0261499437776209,1,3,50,fajahs
SVT,S,expert,TC,5.225563,3.447623,4.514787,4.550485,0.0,0.0,1.0,0.0611284308331805,2,2,47,fesahs
SVT,S,expert,TC,5.088841,4.457625,3.875119,4.558517,0.0,0.0,1.0,0.13331555792561,1,1,45,gabahs
SVT,SES,novice,TC,5.175222,3.960661,4.217458,4.408799,0.0,1.0,1.0,0.0606097339232681,2,2,36,gagohes
SVT,SES,novice,TC,4.983171,3.398461,4.638489,4.662786,1.0,0.0,2.0,0.0229885057471264,2,1,49,inmofes
SVT,SES,novice,TC,5.32305,3.802705,4.377051,4.479647,1.0,0.0,2.0,0.0419709560983799,2,2,43,jagufes
SVT,SES,novice,TC,5.193125,3.653309,4.916449,4.939519,0.0,0.0,1.0,0.0121213590467763,1,2,42,jarufes
SVT,SES,novice,TC,5.587374,4.205177,5.158965,5.40962,2.0,0.0,2.0,0.013869625520111,8,2,33,jugufes
SVT,S,expert,TC,5.437432,4.123067,4.891677,4.96,1.0,0.0,2.0,0.0256657042027591,1,1,50,lagifs
SVT,S,expert,TC,4.778158,3.175512,4.079217,4.130302,0.0,0.0,1.0,0.0833263894675444,1,2,45,leyafs
SVT,S,expert,TC,4.964731,4.260143,4.176091,4.521177,0.0,0.0,1.0,0.0666666666666667,1,1,50,lobrfs
SVT,S,expert,TC,5.537756,4.224015,5.154883,5.203036,1.0,0.0,2.0,0.0140006020258871,1,2,50,macofs
SVT,SES,novice,TC,5.277153,4.212161,4.530187,4.700686,0.0,0.0,1.0,0.0294993952623971,2,2,35,madefes
SVT,S,expert,TC,5.183828,3.690993,4.522679,4.58237,0.0,0.0,1.0,0.0600276127018428,2,1,46,magofs
SVT,SES,novice,TC,4.940516,3.617525,3.862191,4.057894,1.0,0.0,1.0,0.137343771459964,3,1,44,masahes
SVT,S,expert,TC,5.031623,3.097951,3.779019,3.861236,0.0,0.0,1.0,0.166333998669328,2,1,47,matohs
SVT,SES,novice,TC,5.451519,3.665112,5.092029,5.107983,0.0,0.0,2.0,0.0161808370346998,7,8,40,mebohes
SVT,S,expert,TC,5.322837,4.805997,3.706035,4.839195,0.0,0.0,1.0,0.393545848091303,1,1,47,mekafs
